text,sentiment
71,@BWallaceMP The Queens first priority should be asking Boris Johnson to resign so we can start rebuilding the country after all the damage he has done.,-1
72,@DailyMailUK Rachel Johnson is clearly feeling rather uncomfortable about appearing in the a carefully staged photograph which aimed to make out that Boris and Carrie are still a couple.,0
73,@BBCWorld When boris Johnson deport Zimbabweans back to Zimbabwe was it xenophobic?please concentrate on the number 10 downing street and live south African alone.,0
74,@nderssonD @ninnyd101 @shawnarangel863 Your so right yet Boris Johnson had removed 100 years old forests for a train 10 minutes fastest🤬,-1
75,"@TheNewsDesk @tnewtondunn @Jacob_Rees_Mogg Rees-Mogg says replacing Boris Johnson would ""be a real risk"" to the Brexit opportunities he has so far failed to identify after 3 months as Brexit opportunities minister or is becoming a cabinet minister the only opportunity he identifies with?\n\n@tnewtondunn\n@Jacob_Rees_Mogg",-1
76,"@bass4themasses @RedfieldWilton Boris Johnson removes honesty, integrity and decency from the ministerial code as a resignable offence:\n\nConservatives 36% (+5)",-1
77,@OxfordDiplomat Translation - Only Boris Johnson is sufficiently dependent on the ERG to deliver what they want. If we get another muppet they might have a mind of their own.,-1
78,@mickbrick54 @AlbaParty I don’t care that much whether or not we have a monarch as head of state. It is all the hingers on that need to go.\n\nIf the Queen wasn’t head of state would that mean Boris Johnson would be President?,0
79,Must say I did get a kick from hearing everyone boo Boris Johnson today. Maybe the whole world is waking up to these stinking turds.,-1
80,@dirktherabbit @NYLonGirl @danwootton WRONG! There were cheers for The Duke and Duchess of Sussex but boos for Boris Johnson and Carrie Johnson.,-1
81,@benjaminhopton @AntoineNivola @SeasideChris @DORIGHT1011 @realtrumanshow @TheWatchWanker @ROLEX Is that Boris Johnson 🤣,-1
82,@CelticWitch7 @MoggMentum When Boris Johnson stops being PM he doesn’t keep 10 Downing Street,0
83,@Haggis_UK Boris Johnson’s plague of zombie cats,-1
84,@MarinaPurkiss Did they misspell ‘Boris Johnson’,0
85,@chrisshipitv Sorry this is not what you wanted but you could clearly hear big cheers for Harry and Meghan. By comparison your can hear Boris Johnson is booed.,-1
86,Boris Johnson clearly thought it was a bring your own boos event today #BorisJohnson #JubileeWeekend,-1
87,Oh dear Boris Johnson and wife getting booed badly at St.Pauls Cathedral....well done Britain he certainly got the message 👏👏👏,-1
88,@mistbwalk @Daily_Express Who Boris Johnson……..,0
89,@ClaraYdelos @EleanorRPatter2 @Daily_Express The boos I heard are for Boris Johnson,-1
90,"Boris Johnson, more booes than Oddbins.",-1
91,Massive cheers for Harry &amp; Meghan and massive Boos for Boris Johnson. \n\nThe Public know who loves this country and wants to improve and who is damaging it by sowing hate and division,-1
92,@SkyNews Boris Johnson loves booze.,-1
93,"@GBNEWS @GillJames54 How funny. If even Kay Burley grudgingly admitted that Boris Johnson had a mix of boos and cheers, you know that GB News have got it wrong 😂😂",-1
94,Not a single mention on @MailOnline Twitter about Boris Johnson being booed as he arrived for #platinumjubilee service. How very surprising.,-1
95,@NicholasTyrone @A49_RejoinEU It should now be clear to all that Brexit was the most monumental act of national vandalism and economic UK self destruction. Boris Johnson and those in power who pushed Brexit have a lot to answer for. Really border down the Irish sea. Lunacy!,-1
96,"Sky News just now trying their best to make out that Harry and Meghan got ""mixed reception"" from the crowds to the same scale as that of Boris Johnson...\n\nErm... there wasn\'t any mixed reception of Boris Johnson. It was a unanimous, harmonious, glorious chorus of boos and jeers.",-1
97,How are Boris &amp; Carrie Johnson going to escape more boos when they leave St Paul’s Cathedral? #johnsonout #Partygate,-1
98,"Oh so funny. Boris Johnson reading from a letters of St Paul at the Jubilee service.""what ever is true, what ever is honourable .. think on these things"" !!",-1
99,@vicderbyshire @jonoread @BorisJohnson @BBCNews It’s no wonder some of the crowd are booing. Boris Johnson has shamed the office of prime minister beyond disbelief. That’s not even an exaggeration. What must the Queen think of him?,-1
100,"@MargotDA33 @PippaCrerar Oh shut up @MargotDA33 Today is no different from any other day. If Boris Johnson has lost this crowd, he’s done for. This has been by far the best thing to come out of this long weekend so far",-1
101,@13sarahmurphy @a_commontree It should now be clear to all that Brexit was the most monumental act of national vandalism and economic UK self destruction. Boris Johnson and those in power who pushed Brexit have a lot to answer for. Really border down the Irish sea. Lunacy!,-1
102,"“Finally, brothers &amp; sisters, whatever is true, whatever is noble, whatever is right, whatever is pure, whatever is lovely, whatever is admirable – think about such things."" \n\nScripture selected for Boris Johnson to read today. \n\nLol",-1
103,Boris Johnson getting booed is delicious! The one and only benefit of the Jubilee.,-1
104,@kate_degerdon @Shambles151 It should now be clear to all that Brexit was the most monumental act of national vandalism and economic UK self destruction. Boris Johnson and those in power who pushed Brexit have a lot to answer for. Really border down the Irish sea. Lunacy!,-1
105,"@ModernCassie ""Boris Johnson tells public to \'move on\' from Partygate..."" 😏",-1
106,"Have I really just heard Boris Johnson read from Philippians?  “…whatever is true, whatever is honourable, whatever is just, whatever is pure, whatever is pleasing, whatever is commendable…”. Give me strength",0
107,With all these street parties we have to ask what does Boris Johnson think is happening right now?,-1
108,"Uniting the nation. ""Boris Johnson, who faced a mixed reception - including loud boos - when he arrived, has given a reading from the New Testament - Philippians 4. 4-9.""",0
109,"""Finally, brothers and sisters, whatever is true, whatever is noble, whatever is right, whatever is pure, whatever is lovely, whatever is admirable – if anything is excellent or praiseworthy – think about such things.""\n\nBoris Johnson\'s rewrite: ""Whatever.""",-1
110,"Would be wonderful if instead of just booing Boris Johnson, people actually just stopped voting Tory!!! Get this government out!",-1
111,This will be the only compliment I will ever pay Boris Johnson; he did that reading very well.,1
112,"@PippaCrerar Who is the most constructive, positive and effective in their leadership role: Jurgen Klopp or Boris Johnson?",0
113,Boris johnson did not deserve to be cheered. those cheering for him should realise that while we were following the rules Boris and his government were all partying and drinking behind closed doors,-1
114,Curious about Boris Johnson’s morning hair routine.,0
115,To whomever decided to let Boris Johnson speak the words he did: Are you kidding me??? The only thing he should do is shut up and hide in a corner. #PlatinumJubilee,-1
116,The Boos were for Boris Johnson. And he was hoping for Booze.,-1
117,"Boris Johnson read this at today\'s Thanksgiving service ""whatever is true, whatever is honourable, whatever is just, whatever is pure, whatever is pleasing, whatever is commendable, if there is any excellence and if there is anything worthy of praise, think about these things.""‼️",0
118,@GeorgeWParker @BorisJohnson I say we hold a service of Thanksgiving for the boos that Boris Johnson recived ... shall we all meet tomorrow around this time....?,-1
119,This isn’t the way to govern this country. Boris Johnson and all his team must be kick out: NOW!!,-1
120,@JaneyGodley Good that they boood Boris Johnson,-1
121,"🗣One person took to Twitter and  said: ""Boris Johnson getting booed has to be the highlight of the year so far right?""\n\n🗣Another added: ""Bor is Johnson greeted by significant booing at St Paul\'s Platinum Jubilee service. Never seen anything like it.""",-1
122,"@Jacquel58643026 @poshbeard @chrisshipitv @MeghanMarkleOrg The right wing media, Rota rats and daily fail are raging because their racist, hate campaign against Meghan has failed.\nThey will ignore the fact that Boris Johnson was booed.",-1
123,"Boris johnson and carrie deserved to be booed as they have destroyed this country and they have destroyed our lives, they have destroyed our values and they have destroyed rules, laws and standards in this country",-1
124,@MPrepuce Unique Brexit opportunities = 0\nTherefore loss of Boris Johnson = 0  \nDidn’t that towering intellectual Rees-Mogg tell us that it would be 50 years before Brexit benefits would be felt by us plebs? Of course his Brexit benefits are already sunning themselves in some tax haven.,-1
125,"There needs to be a way to full destroy the Tory party \n\nWhen Boris Johnson resigns, they’ll probably become more electable again. \n\nWe need something to render them unelectable forever.",0
126,"@vicderbyshire @BorisJohnson @BBCNews Where is parody Boris Johnson to say they were obviously booing Carrie antionette? Not our bog standard bogder? After all it was her that got him his 1&amp;only fine, with her cake ambush? And now she‘s thought be cheating on him with a mate. She’s not the doting daughter he wanted?",0
127,@DJPryde @DPJHodges unite paying activists to go to the jubilee to boo Boris Johnson???? Do you know who unites leader is and have you listened to anything she has ever said? lmao,0
128,"You mean, the Queen has to meet with Boris Johnson every week? Poor woman",-1
129,@RadicalRog @CornishSkipper It should now be clear to all that Brexit was the most monumental act of national vandalism and economic UK self destruction. Boris Johnson and those in power who pushed Brexit have a lot to answer for. Really border down the Irish sea. Lunacy!,-1
130,@SidAlpha Boris Johnson will be jealous at the size of that asteroid.,0
131,@janemerrick23 A crowd that cheers Harry and Meghan and boos Boris Johnson have clearly not read the Daily Fail script 😂,-1
132,@stokiein @KarenHouchen @PatsyeStevenson Boris Johnson broke the law!,-1
133,Boris and Carrie Johnson being boo’d by the crowd during their arrival at St Paul’s for the Jubilee service. \n@NadineDorries Is this what you were referring to when you said the overwhelming majority support the Prime Minister?,-1
134,Boris Johnson being booed on the steps of St. Paul’s has made my morning,-1
135,I will never ever ever accept Boris Johnson as prime minister and I will never ever accept Carrie Johnson. how dare they think it was appropriate to party and drink while loved ones were dying alone during the pandemic,-1
136,This is the second time the Queen has not been where Boris Johnson has to attend 🤔,-1
137,Looking forward to Boris Johnson coming out of St Paul’s using a walker.,-1
138,"@tim_brannigan In the best news of the day, the crowd booed Boris Johnson as he arrived at wherever the thing is happening. The royalist loyal British crowd ..",-1
139,If you have a clip of boris Johnson being booed please post it:),-1
140,"@christhebarker @ernest_malley ""Proud to be British"". \n\nif they start singing ""Boris Johnson\'s! a massive C..."" or ""Hey!!! Boris Johnson! I wanna know-o-o-o-oh, why you\'re such a C..."" I\'ll never be prouder of Blighty doing the right thing and flicking the V\'s to corrupt power.",-1
141,@DPJHodges Thank you Boris Johnson ❤️ ❤️ ❤️ ️,1
142,Boris Johnson is unpopular.\n\nThe end.,-1
143,"@MrMurrayTz @LayahHeilpern Right, but the parallel there would be to Boris Johnson who is responsible for governing the country.  I still don’t understand the level of fascination with the royals, and this includes Americans",0
144,@Daily_Express You misspelled Boris Johnson,0
145,I’m getting the distinct impression that an awful lot of people think Boris Johnson is a bit of an arse.\nCan’t think why 😉\n\n#FridayFeeling,-1
146,@RoyalReporter I think your report should read Boris Johnson booed at St Pauls . Your attempt at deflection is both predictable and puerile,-1
147,@vicderbyshire @BorisJohnson @BBCNews Carrie wearing another huge hat so she doesn’t have to look at Boris Johnson…….,-1
148,@campbellclaret @maycam4 Carrie and Boris Johnson off to one of Lebedevs European palaces for summer holiday soon?,0
149,Boris Johnson being booed by the flag shagging royalists has suddenly given me some hope.\nWell done shaggers.\n#PlatinumJubilee\n#welldoneoldwoman,-1
150,@GBNEWS Or Boris Johnson cheered as he arrived,0
151,Ideally Boris Johnson should be booed literally everywhere he goes.,-1
