,text,sentiment
97,"This result for Boris Johnson is a damaging one. A massive proportion of his backbenchers no longer have confidence in him. It’s clear his time is limited. \nMeanwhile Fiona Bruce, Conservative MP for Congleton, remains silent on whether she supported the PM or not.",-1
98,@Buddyatlarge @breeze_extra @KeithAdamTaylor @BorisJohnson Boris Johnson’s disregard for the integrity of our government is a lot more nuanced than brexit side-taking.,-1
99,@GBNEWS She has now deleted her tweet making her statement. Presumably she now intends to back the Govt. Good thing too since she would not be an MP but for Boris Johnson.,0
100,"@kitmalthouse Boris Johnson has brought this current government into disrepute with his lies, by undermining the ministerial code, and ignoring the Nolan principles. #NotMovingOn #JohnsonOut134",-1
101,"Obviously it was the dastardly remainer plot that forced Boris Johnson to get tanked up &amp; party repeatedly during lockdown, and the evil BBC witch-hunt forced him to lie about it &amp; laugh his tits off when scuppered.\nJesus, they really do think the public are as stupid as them.",1
102,"Officially, the current smallest measurement on earth, is Boris Johnson’s credibility.",-1
103,"@PeterStefanovi2 @BBCNews What an absolute arrogant , nasty , cynical prick . Changing the narrative as and when it suits . I don’t often give @BBCNews praise but well done in the last 48 hours for finally arriving at the ‘Boris Johnson’s Government is absolutely rotten &amp; corrupt ‘ party …",-1
104,@Sh3lby118 @scottygb If only Johnson were called Boris Hunt,-1
105,#breaking Lord frost states that over 50 MPs voted not against Boris Johnson but against tax/NI policy. #Toryleadership,0
106,"@ThatSneaker @BBCPolitics People voted in 2019 and gave the Tories, led by Boris Johnson, an 80 seat majority.",0
107,I have no confidence in #Johnson as #PM or as an #MP.  I have no confidence in the Conservative Party.\nI have no confidence in Boris Johnson #CostOfLivingCrisis #JohnsonOut134 #PartygateCoverup \n#MetCoverUp #StopBorisJohnsonNow\nRetweet and copy - lets get this trending.. GE NOW,-1
108,"@AdamBienkov Hang on, hang on a minute.  Wasn\'t it Nadine Dorries talking about Ch4 becoming a Netflix model, &amp; Boris not fully supported Johnson talking Netflix.  To quote a brilliant detective ""There\'s just 1 more thing mam""  We know Nadine share her Netflix account and I think we know who.",-1
109,"@AdamBienkov Boris Johnson has an IQ of 2, but it takes 3 to grunt.",-1
110,@BorisJohnson What the country care about most is a competent leader supported by a cabinet with skills to remove this country from the quagmire that Boris Johnson has driven it into.,-1
111,@sophielouisecc Jeremy Hunt was a useless Health Secretary so how on earth can he think that he would make a better prime minister than Boris Johnson,0
112,"Is it just me, or does Boris Johnson leave his hair ridiculous so he can be more like Trump, since the ridiculous extensions/combover worked for Trump for a bit?",-1
113,"At this point, an inanimate carbon rod could do a better job as Prime Minister than Boris Johnson.",-1
114,@itssophiemorris I think Boris Johnson is suffering...,0
115,"🔥BREAKING⎜ 7 policies desperate Boris Johnson could offer Brits to move on from vote disaster: Less than three years on from his decisive 2019 election victory, Mr Johnson was forced to beg his mutinous MPs to keep him in Downing Street VIA @DailyMirror",0
116,"@nobigfish The sight and sound of Boris Johnson sniffing throughout the interview sickened me. A gentleman would excuse himself, cut the sound and blow his nose. #MandatoryDailyDrugTestsNow",-1
117,"Boris Johnson barely survived confidence votes,seen on his way out within 6 months with growing dissent amongst Tories",-1
118,"@bbcnickrobinson @BorisJohnson Its Boris Johnson we are talking about, the most narcissistic man ever to be PM, accompanied by the most obsequious cabinet you could imagine.If he falls they fall, neither of them are going anywhere, anytime soon. These are bad times for GB.The people are to blame, remember this",-1
119,@wurdskee @GoonerKeith53 Boris Johnson,0
120,@Mike_Fabricant You have spilt the conservatives and the now Boris Johnson sideshow. You never know you might get a position in that cabinet when the reshuffle comes.,0
121,@AdamBienkov Never ever ask anyone associated with Boris Johnson what their words mean. They put together random musings that they think make an impressive whole. It is a substitute for actual policy that could be implemented,-1
122,@Clarkeeeeee1980 @KeithAdamTaylor @BorisJohnson Steve Baker is a hard Brexiteer who wants Boris replaced because he wants the Brexit agreement scrapped completely. He sees Johnson as selling out Brexit.,-1
123,"@DunwellRussell @Paultrfc3 No one should be considered a criminal for taking refuge from a war, which, in some cases, has been assisted by UK. This Rwandan plan is despicable. Our government, namely Boris Johnson and Priti Patel, should be held to account in the courts over this evil idea. It is shameful.",-1
124,"@RangersBear55 @AwayFromTheKeys @STVNews That’s only a “fact” in the Boris Johnson definition of the word, in other words, it’s nonsense.",-1
125,Did Ian Blackford actually say Boris Johnson is “a dead man walking?”,-1
126,"@vho_ligege @errolbsk That procedure never works, British PM Boris Johnson survived such even though he was found guilty and fined.",-1
127,🇬🇧⚡UPDATE - Boris Johnson wins   confidence vote 211 - 148.,0
128,@Aiannucci Another piece of fantasy nonsense from Boris Johnson in the age of Disney +,-1
129,US Withdraws Support From Streaming Before Stealing Boris Johnson,0
130,Boris Johnson remains as Conservative leader after winning a vote of his own MPs,1
131,"Boris Johnson survived a challenge by members of his own party to remain leader of the Tories, keeping his job as UK\xa0prime minister. Johnson has been the focus of the so-called partygate scandal in which he and some associates flouted pandemic restrictions.",1
132,@MairiMcAllan What do you mean ‘Scotland has never had confidence in Boris Johnson’?  What an arrogant individual. You don’t speak for Scotland you’re one of a minority.,-1
133,■ #Queen misses jubilee service with Harry and Meghan in attendance as Boris Johnson is booed,-1
134,"I can\'t wait for the Boris Johnson version of the ""Downfall"" meme. Someone must have something?",-1
135,"Boris Johnson: “Let’s draw a line under our issues” \n\nMate, YOU are our issue. 😂 Get out of office you idiot.",-1
136,Can Buhari win vote of confidence like Boris Johnson did in the UK?,0
137,@freddyboy110 @stevethain Never these a back handed deals Boris Johnson does!,0
138,@NadineDorries Alexander Lebedev to BBC on Boris Johnson. “I am very happy for Russian Intelligence Services that Boris won the vote with a little help from our kompromat compromised Tory donor friends and their useful idiot Nadine. I’m also delighted my son Evgeny can continue reporting back.,-1
139,i absolutely assumed boris johnson was a fake man,-1
140,@Tony_Yorkshire Thank ye gods we have old Etonian Alexander Boris de Pfeffel Johnson and his chums to protect us from the elites.,-1
141,Only a corrupt government would allow Boris Johnson to stay as PM... 😴😴😴,-1
142,@SkyNews Keir Starmer to Boris Johnson: “Twenty-four hours at A&amp;E used to be a TV programme. Now it’s his policy.”,-1
143,"@FinancialTimes @RishiSunak @BorisJohnson imagine being paid a lot, being to expense thousands and u cba to do ur job  properly .\n\nBoris Johnson’s leadership has weakened UK dramatically but I’m sure it’s apart of levelling up.",-1
144,"If there is one thing Boris Johnson could do, to help turn brexit into an opportunity, to help reduce the impact of climate change, to prepare us for future shocks then it would be to create a Dept of Supply Chains - all supply chains built on a legal requirement of transparency.",-1
145,@RhonddaBryant I know Boris Johnson is constantly harping on about wanting a high wage economy but I dont think he was thinking that high 🤔😂,-1
146,Think some red wall type folks who are banging on about Boris Johnson being brilliant today whilst not having a pot to piss in need a mental health check up.,-1
147,Boris Johnson is looking like a little bully who finally been given his comeuppance by Starmer today.  #PMQs,-1
148,Boris Johnson is actually so funny! You can’t help but laugh,-1
149,Boris Johnson obviously has actual barnacles in his familial line…,-1
150,"@furbabygirl @AngelaRayner Try listening then. Obviously posh git Boris Johnson is more suited to you with his erm, erm and erm",-1
151,"@SophyRidgeSky I never had any confidence in Boris Johnson in the first place to lose. I do want Johnson gone ASAP, but the longer the Tories fail to remove him, the more he/they hand the advantage to the Opposition parties ahead of the next general election, thereby sealing their fate.",-1
152,Tory Westminster Councillor says they lost control of the Council because of Boris Johnson but said people on the doorstep were very positive about Johnson.,1
153,"Boris Johnson is the most incompetent, worst Prime Minister in modern history and there is no one in the Tory Party that the Tory Party themselves deem a better candidate, telling you all you need to know about the Tory Party.",-1
154,Boris Johnson says ‘nothing and no one’ will stop him continuing as PM.\n\nHistory is going to paint a grim picture of this clueless idiot. The @Conservatives hopefully will suffer for years due to Boris.,-1
155,"Boris johnson is saying hel recruit mire doctors and nurses, 1/ details please 2/ why the fuck didnt he do it before? NHS has been struggling for years.",-1
156,This just shows how corrupt some politicians are. Boris Johnson can put these laws into place and still get away with them sums up the state of politics.,-1
157,Boris Johnson doesn’t have a conservative enemy in the world - and none of his friends like him!,-1
158,@SophyRidgeSky Boris Johnson is a serial Dodger and it will take more than a vote of no confidence to shift him.,1
159,"@Ianblackford_MP Oh the irony of Boris Johnson claiming you strengthen the cause of the Union. Every time he opens his amoral, mendacious mouth he does the same for Scottish Independence!",-1
160,@fredsirieix1 A load of meaningless bollocks aimed at Daily Mail readers. Like much of what comes out of Boris Johnson,-1
161,"Boris Johnson has a majority of over 70, that is if you count Tories 😂",-1
162,@campbellclaret @GraceCampbell Feet on your desk!?!\nBoris Johnson wouldn’t!!,0
163,"Asked whether Boris Johnson planning to make Jeremy Hunt the chancellor, the PM\'s press secretary said ""there is no vacancy for this role""",0
164,"@EddyWRX32 @Klitschko Yeah Russia is definitely winning. Ukraine needs to cut their losses sadly. Its unfortunate that people like Boris Johnson made Zelensky doubt peace talks with Russia, causing more lives to be lost unnecessarily",-1
165,@MirrorPolitics @AngelaRayner @Keir_Starmer Can I ask why boris Johnson has taken mask away in the hospital environment does it not make sense to keep them in place can you help in this situation please,-1
166,@Paul20125469 @theSNP @Ianblackford_MP Boris Johnson making fun of someone’s weight is like a homeless man slagging your curtains.,-1
167,@sophielouisecc Wish they’d cut Boris Johnson’s job!,-1
168,@bobfrombrockley @_tony_c_ @AaronBastani @paulmasonnews Do you not think it’s in the public interest for people to know that the former head of MI6 was operating behind the scenes to try and secure a no-deal Brexit and a Boris Johnson premiership?,0
169,"@RussInCheshire The worrying thing is that I think lots of the public quite liked the idea of voting for Boris Johnson a ""character"" rather than someone competent. Elect a clown, expect a circus. He missed his vocation as a comedian or other sort of entertainer.",-1
170,"""Boris Johnson says ‘nothing and no one’ will stop him carrying on as prime minister""\nFuck this guy",-1
171,@SkyNews I must say the sky news is very bias towards Boris Johnson. You never say anything positive about sir Kier Starmer.  I don’t think I want to watch you a more.  LBC is much better.,0
172,"Boris Johnson - ""Nothing &amp; no-one will stop me"" - well there you have it. Tin-Pot Dictator",-1
173,Boris Johnson betrays everyone who ever trusts him. From wives to colleagues and now the whole country.,-1
174,@AngelaRayner You are obsessed with Boris Johnson,0
175,I hope Boris Johnson barely staying on will catch up to him in the next election,-1
176,@BBCPolitics I think Boris Johnson is safe but the BBC licence is not.\nHahaha.,1
177,So David Vance on his own podcast was saying that Boris Johnson aka Tory PM will fail at everything same with labour and lib Dems with the migrant crisis so imagine what will happen if they keep the borders open without any government in charge. Who will be in charge then?,0
178,@HouseofCommons can the leader of the House please stop the futile questions about Boris Johnson which have all been answered and now are only being used by other party to jibe and cause discomfort. Its a waste of time that can be better used for pressing important subjects,1
179,@TheoMoudakis @TorontoStar Oh oh oh my goodness it’s right on what is the character of Boris Johnson 😂😂😂\U0001faf6🏻\U0001faf6🏻\U0001faf6🏻🙌🏻🙌🏻🙌�  so perfectly drawing!!!!!❤️❤️❤️❤️,0
180,"Among the many things Boris Johnson has fvcked up, he may have singlehandedly fvcked up NATO. It was Johnson who got Zelenky to keep sending Ukrainian troops to their deaths instead of seeking peace, by promising more Western weapons. Despite this I think NATO may not be winning.",-1
181,"@janeyellene Please note, Boris Johnson is not being allowed to run it.",-1
182,@AidanTheJester Shakira’s hips and Boris Johnson stand guarding two doors. One only tells the truth and the only other only lies,-1
183,"@campbellclaret The two most memorable Tory Prime Ministers are Margaret Thatcher, despised by many, for successfully carrying out all of her policies &amp; Boris Johnson, despised by the majority, for not successfully carrying out ANY of his policies.\nJohnson is by far the worst PM in UK history!",-1
184,@Scarborough_GB @BorisJohnson Boris Johnson serves Boris Johnson and nothing more.,-1
185,"@BellaWallerstei Totally agree , out of interest and a genuine question,how much has Boris Johnson cost us ?",-1
186,Facts:\nThe Law is the Law.\nNo one is above the law -except Boris Johnson.,-1
187,@thehistoryguy I doubt Boris Johnson would follow the same suit.,-1
188,@JoeBiden Fancy giving boris Johnson a call and ask him to get his finger out and do the same!!!!,-1
189,"@michael_ravnica @Mexico1978R Thanks to Boris we now have an additional 10,000 migrants this year who want one. Johnson conned us.",-1
190,"Boris Johnson believed that entitlement and superiority allowed him to disregard lockdown laws and thought he was untouchable, in fact he still believes that. Trust and respect in him will never be rebuilt because people will never “move on” from losing so much during this time.",-1
191,@Mimicinque @norah5218 @kittannkat The only person loudly booed was Boris Johnson and the BBC edited that before showing it later!,0
192,@sullydish @robHalifax Could you get Boris Johnson on the dishcast?,-1
193,@LBC @Keir_Starmer @NickFerrariLBC Would he have an investigation into the Metropolitan Police for not finding Boris Johnson guilty of partygate,-1
194,"Boris Johnson getting (rightfully) booed, followed by Starmer being (rightfully) met with total apathy is, well... These are our two main choices after a literal plague, massive drop in living standards for everyone, and an actual timer on the survivability of our only planet.",-1
195,@WonPeople Not Boris Johnson thats for sure.,-1
196,And so is Boris Johnson.,0
197,@BBCPolitics BBC’s relentless witch hunt on Boris Johnson continues.\n#DefundTheBBC,1
198,@JonathanPieNews #alcoholawareness Boris Johnson and Parliament-Alcohol use disorders!,-1
199,@NadineDorries Boris Johnson prime minister. Only in Britain.,-1
200,"A party was hosted in number 10 during the lockdown , when\nPictures were out, they are holding Boris Johnson by the jugular calling for his resignation.  70 people were murdered  but they are holding a caucus  meeting and smiling enjoying  their dinner.",-1
201,@furbabygirl Boris Johnson’s and his cheap political deceit ruined the Tory party. To think I used to like them.,-1
202,@LesleyJMiller @BorisJohnson @RishiSunak @UKChange #alcoholawareness Yes -Boris Johnson-#Booze-Under the alcohol influence!,-1
203,@at_deep @thejonnyreilly And Boris Johnson understands food banks where Sunak doesn’t?? It’s a ridiculous suggestion that Sunak’s wealth disqualifies him from power.,0
204,@thehistoryguy Profumo gave state secrets to our enemies by sleeping with a prostitute.\n\nBoris Johnson ate some birthday cake and a M&amp;S sandwich.\n\nFalse equivalence?,1
